X,Y,Z,Val
156088.859375,67527.609375,-77.31466674804688,9
56219.38671875,192912.984375,831.742919921875,21
158022.796875,67994.1953125,18.335433959960938,9
157926.21875,65505.7109375,-166.85491943359375,9
166453.515625,56663.14453125,808.4520263671875,9
163774.3125,50794.54296875,-161.05645751953125,9
175321.453125,39745.03125,1688.78759765625,9
170344.3125,54659.421875,3292.3134765625,9
186935.640625,68323.5703125,-1428.1240234375,21
182937.203125,70882.703125,1784.43701171875,21
180541.421875,76861.4140625,2590.30078125,21
195827.4375,84435.6171875,1126.2740478515625,21
10697.994140625,213375.640625,4782.36279296875,21
206442.171875,71449.1328125,2052.115478515625,21
202060.328125,86500.609375,1318.537353515625,21
198383.96875,97448.75,1778.5345458984375,21
206855.0625,101983.0703125,1992.746337890625,21
210114.703125,111405.53125,-136.11309814453125,21
212303.5625,107435.96875,-194.63198852539062,21
226553.53125,101247.1796875,-718.620361328125,21
229436.546875,108471.6875,-1160.642822265625,21
230561.671875,118231.71875,-1420.1842041015625,21
219133.34375,119754.6875,-42.16423797607422,21
44236.75390625,162280.359375,-4012.8330078125,21
222568.109375,115791.40625,-1524.7911376953125,21
217868.09375,100583.5078125,-302.1665344238281,21
212397.046875,93650.71875,-375.9589538574219,21
227577.671875,98033.0078125,2585.73095703125,21
231893.140625,101886.2265625,-1014.521240234375,21
242122.8125,99714.7265625,-1295.86572265625,21
244736.140625,105754.875,-1640.06689453125,21
240989.1875,114175.8046875,-880.7852172851562,21
250267.21875,118223.4453125,-1397.6400146484375,21
251630.28125,103342.140625,-208.77752685546875,21
23759.9140625,194724.328125,253.91384887695312,21
251293.59375,105191.2265625,-1694.843017578125,21
246931.359375,111819.875,-1282.579833984375,21
260260.484375,107980.9609375,273.815673828125,21
268553.5625,113484.8515625,-39.068389892578125,21
251484.609375,135779.140625,-2575.38720703125,21
258353.296875,130250.3359375,-3192.12890625,21
257724.65625,120091.4140625,-2679.27490234375,21
250426.640625,130184.96875,-2905.185791015625,21
241653.828125,126027.2734375,-1319.8115234375,21
258195.09375,114517.1171875,7523.33837890625,21
-17029.765625,215567.984375,-745.18994140625,21
17926.25,-66723.3203125,6075.5673828125,21
274293.34375,123387.7734375,122.00070190429688,21
285934.71875,105706.359375,-1253.6536865234375,21
279214.5625,93477.4765625,-1344.9759521484375,21
251283.640625,93629.0,-1388.01513671875,21
244517.578125,89479.53125,-1186.2579345703125,21
234317.65625,85534.546875,434.9147644042969,21
224393.0625,85656.0859375,-1169.145263671875,21
219637.5625,84271.6171875,-1126.1407470703125,21
215679.421875,86558.578125,-1163.4403076171875,21
212479.9375,75775.1328125,-1124.12158203125,21
-810.08447265625,229550.515625,-1281.3795166015625,21
208512.390625,73633.9453125,-1583.82080078125,21
208220.9375,60211.53515625,-1423.840576171875,21
208523.1875,60759.91015625,8.993087768554688,21
199876.609375,44340.77734375,-1407.529296875,21
214923.1875,33616.76171875,-1311.2708740234375,21
216576.21875,20980.73046875,-1565.1676025390625,21
239735.890625,24574.765625,-1597.406982421875,21
238071.09375,26024.19921875,-1508.0308837890625,21
246564.46875,24354.0390625,-944.5466918945312,21
224312.328125,33084.45703125,-1547.1912841796875,21
10721.1142578125,243967.65625,1439.225830078125,21
223254.4375,42737.63671875,-1210.1153564453125,21
260568.984375,35987.8359375,-839.83740234375,21
252045.296875,39668.1484375,-173.2755126953125,21
257047.328125,42612.36328125,-170.01190185546875,21
268379.25,39552.83984375,-998.9636840820312,21
279262.4375,40739.8828125,-1583.6025390625,21
13008.9482421875,249038.71875,517.2874755859375,21
34906.515625,258702.921875,-1059.629638671875,21
39563.5,258189.78125,-2352.02197265625,21
33781.953125,244964.78125,-1521.593505859375,21
38789.98828125,247388.484375,-1151.4998779296875,21
18393.44921875,247957.421875,323.0638732910156,21
269038.375,-38203.015625,5087.62451171875,9
269835.65625,-37479.4140625,5014.16552734375,9
13278.919921875,231991.46875,248.54006958007812,21
34659.9296875,199627.125,-4703.849609375,21
270771.75,-35672.78125,5207.8720703125,9
266299.28125,-35918.98828125,5227.16162109375,9
267655.34375,-37172.37890625,5002.208984375,9
269980.40625,-40739.71875,4983.041015625,9
266532.875,-40164.625,4829.20947265625,9
170662.140625,57691.3046875,-144.67428588867188,9
175709.890625,48951.23828125,281.8949279785156,9
173761.140625,44485.1640625,814.9856567382812,9
169332.375,44946.0234375,1353.8619384765625,9
162337.796875,45643.609375,162.66934204101562,9
31527.515625,-60426.1484375,5975.9736328125,21
160133.875,59176.83203125,-313.808349609375,9
167441.984375,44895.375,595.7140502929688,9
171036.640625,36796.92578125,-160.8516845703125,9
28433.80078125,208925.125,-2539.013916015625,21
13230.6484375,211924.171875,830.756591796875,21
30767.57421875,221766.078125,-2597.1396484375,21
43991.2578125,231497.921875,-2254.4306640625,21
66643.875,150922.390625,3261.400146484375,21
21189.82421875,-79734.15625,10215.3466796875,21
62513.0234375,216984.75,-771.2208251953125,21
-58771.23046875,-155983.828125,-1392.9105224609375,21
-53224.859375,-171705.21875,-598.43701171875,21
-45516.46484375,-167965.390625,-1020.495849609375,21
53960.14453125,-58320.64453125,6027.6650390625,21
-31876.595703125,-170517.828125,-1047.272705078125,21
-20502.494140625,-165505.765625,-1119.57373046875,21
167208.984375,-113627.6640625,1827.407958984375,21
-5115.037109375,-171883.859375,-264.9614562988281,21
-5263.6728515625,-160433.0625,-1007.4005126953125,21
172941.625,-109291.8984375,828.7069702148438,21
-9398.185546875,-158123.875,-615.3429565429688,21
6892.44384765625,-166109.03125,-764.9425659179688,21
21142.357421875,-161116.046875,-1213.0794677734375,21
22919.369140625,-145628.78125,896.648193359375,21
51330.83203125,-70423.0703125,6505.615234375,21
27115.533203125,-142530.140625,1912.840087890625,21
35075.20703125,-139656.34375,2513.6474609375,21
40671.90625,-141796.5625,1933.7603759765625,21
210044.171875,-41076.140625,2544.982421875,21
47951.89453125,-146832.390625,-16.507186889648438,21
207296.453125,-36079.53125,3586.58447265625,21
207616.859375,-28979.35546875,2049.80810546875,21
26667.666015625,-163856.890625,-990.3677978515625,21
35243.54296875,-160078.734375,-1076.830322265625,21
206153.953125,-25401.623046875,1984.6900634765625,21
67602.9375,-59010.53125,6125.31201171875,21
274885.375,-39336.47265625,9097.26171875,21
299075.125,8502.7158203125,-599.7753295898438,21
292343.0,-23906.46875,10704.8779296875,21
252184.90625,-42221.453125,9018.482421875,21
255709.609375,-29605.703125,7605.2392578125,21
247546.0625,-27639.107421875,9073.75,21
235753.0625,-39436.4609375,10317.1416015625,21
234597.53125,-35752.796875,11229.017578125,21
218091.34375,-32946.96875,10308.408203125,21
205502.84375,-31046.685546875,10153.7578125,21
86097.0234375,-41596.7578125,6016.0,21
193504.734375,-29122.576171875,10129.4697265625,21
186417.703125,-29583.966796875,10343.9638671875,21
191748.546875,-32560.361328125,10791.595703125,21
189063.359375,-36799.828125,9535.9697265625,21
174994.765625,-22307.9296875,10511.56640625,21
159006.28125,-18609.154296875,14285.5888671875,21
157101.0,-15415.9892578125,15421.90234375,21
160529.8125,-4059.330078125,15156.3134765625,21
165361.296875,10092.755859375,16020.8330078125,21
173264.5,8754.8173828125,13110.130859375,21
90717.5859375,-54743.546875,6720.68701171875,21
179645.390625,2445.826904296875,12384.2021484375,21
189769.40625,5928.8505859375,11737.869140625,21
194740.75,4188.7822265625,10012.8173828125,21
200200.734375,2308.63232421875,10373.7099609375,21
199625.671875,-5785.50146484375,5538.60107421875,21
196587.546875,473.8773193359375,5423.75146484375,21
203672.390625,-1850.5455322265625,7493.06982421875,21
203901.296875,3726.3193359375,7352.5126953125,21
186995.46875,9847.091796875,12915.947265625,21
198449.140625,-6689.67041015625,10441.1552734375,21
99077.53125,-9846.23828125,12459.91796875,21
159919.796875,7250.96630859375,15570.33203125,21
148740.125,9911.5625,15860.8837890625,21
143964.515625,9289.6513671875,14847.10546875,21
142680.609375,7150.92431640625,13792.833984375,21
137229.25,9564.0439453125,14245.484375,21
135709.859375,6911.22216796875,15383.5205078125,21
145310.671875,1595.823486328125,16366.875,21
145976.546875,-11420.41796875,16234.7666015625,21
149177.5,-13553.189453125,16608.82421875,21
144467.796875,-11415.4541015625,14671.8974609375,21
93702.8125,7564.5703125,10460.142578125,21
139107.96875,-14105.22265625,13197.826171875,21
134331.046875,-17646.212890625,12584.9560546875,21
135630.703125,-5598.07666015625,14567.1416015625,21
131974.765625,-7898.49462890625,13126.251953125,21
165020.6875,18534.818359375,12360.19140625,21
164174.9375,18417.44921875,13928.4521484375,21
165629.140625,42174.5078125,9771.990234375,21
191474.5,12430.2802734375,11021.5751953125,21
185407.671875,21020.322265625,10055.48046875,21
178119.59375,20513.353515625,10353.6689453125,21
93644.0859375,12791.046875,10807.1494140625,21
169195.71875,15349.0244140625,11538.7431640625,21
160554.96875,24854.068359375,11620.2880859375,21
151556.0,32093.181640625,12141.0234375,21
151490.78125,39906.421875,13878.6650390625,21
151355.171875,44391.3671875,13169.7509765625,21
142943.46875,63477.00390625,10488.001953125,21
127011.4296875,66814.4921875,10768.1806640625,21
115932.9609375,75094.5390625,13796.9404296875,21
108726.5078125,71952.859375,17011.755859375,21
69253.40625,60846.515625,15728.0634765625,21
-1034.774169921875,-90044.4609375,12008.296875,21
76804.90625,63853.47265625,12470.1484375,21
73122.71875,50543.28125,11242.7060546875,21
80555.75,59202.83984375,9915.765625,21
76110.65625,63536.921875,12526.669921875,21
86297.9921875,48184.75,12059.4287109375,21
169960.53125,74927.0234375,11780.904296875,21
174935.640625,82145.9765625,10152.376953125,21
167382.546875,77683.2734375,11864.6240234375,21
174286.71875,67646.9296875,9828.1533203125,21
179535.96875,71859.6796875,8078.59375,21
6351.1787109375,-97534.2734375,11949.080078125,21
183790.984375,69504.3359375,8424.6435546875,21
179693.046875,40978.0234375,11286.1396484375,21
182830.453125,29159.216796875,10016.5556640625,21
189974.421875,21369.53515625,10709.7900390625,21
167394.546875,14221.9580078125,15414.0322265625,21
170642.421875,10061.8203125,13093.0234375,21
151321.21875,32015.337890625,18028.427734375,21
137638.828125,34509.734375,13706.6953125,21
136502.265625,38480.9140625,11335.576171875,21
133854.15625,34448.75,10403.443359375,21
14065.1513671875,-124994.3359375,13821.1103515625,21
130472.296875,30176.861328125,9652.6865234375,21
130574.015625,26592.447265625,10687.6708984375,21
125039.2421875,20975.9765625,11476.853515625,21
126263.796875,30000.08984375,9657.1279296875,21
120585.71875,32444.197265625,9806.859375,21
126924.1484375,38160.28515625,10367.173828125,21
130831.015625,40243.65234375,11737.0439453125,21
122915.4921875,46767.625,16488.591796875,21
112379.75,28063.13671875,10496.2724609375,21
100175.8046875,44970.92578125,10807.041015625,21
12904.7021484375,-124291.453125,13126.599609375,21
92624.765625,34527.359375,12507.4931640625,21
103132.6796875,44262.46484375,10610.091796875,21
109852.421875,44099.26953125,10043.458984375,21
108947.8359375,48807.2734375,10054.986328125,21
102606.9765625,50433.22265625,10579.08203125,21
98165.1171875,56715.85546875,10322.44140625,21
83251.0078125,45677.46875,15512.6806640625,21
100513.2265625,45489.765625,16886.232421875,21
111196.328125,49993.5703125,20029.701171875,21
112896.0078125,64649.1640625,16217.6787109375,21
-7376.66552734375,-130922.921875,13021.9296875,21
117647.46875,53244.17578125,16708.9765625,21
111773.9453125,49268.828125,16926.314453125,21
117989.546875,51914.75390625,17297.791015625,21
135292.984375,60167.32421875,10644.6689453125,21
134359.375,49971.625,9581.8046875,21
135304.390625,40784.23046875,9950.494140625,21
136896.296875,32414.8203125,10672.3017578125,21
139407.40625,37650.44140625,10095.775390625,21
141539.1875,45937.55078125,9704.380859375,21
150656.171875,61008.7734375,9746.396484375,21
-18969.888671875,-117037.578125,8748.3369140625,21
152700.1875,71965.640625,9609.873046875,21
176474.390625,70169.2578125,17265.359375,21
176468.6875,71151.671875,16931.2578125,21
165206.453125,70065.8203125,14236.9541015625,21
151252.15625,-27290.212890625,15596.232421875,21
150253.0625,-24462.9453125,15261.798828125,21
152125.796875,-16471.193359375,15349.5625,21
162164.25,-15063.37890625,15361.111328125,21
167901.625,-20855.78125,12930.767578125,21
197377.59375,7949.20263671875,5164.765625,21
-21480.353515625,-123686.015625,9082.0,21
208636.359375,-6784.763671875,6839.8369140625,21
204858.484375,-10933.904296875,8700.001953125,21
81157.3515625,26648.708984375,14148.0205078125,21
71350.5625,24018.853515625,13114.7138671875,21
79716.3828125,26841.80078125,10326.3740234375,21
80910.75,37774.6328125,11096.0341796875,21
88806.796875,34814.8359375,13041.6787109375,21
91684.5859375,29464.5390625,13475.3896484375,21
89930.6640625,20981.833984375,13757.8154296875,21
98146.703125,18667.322265625,15352.40625,21
-64648.56640625,-155160.953125,-1605.125244140625,21
93262.6171875,-54750.0,12468.0,21
74321.265625,31582.935546875,12188.8916015625,21
66018.359375,28462.189453125,13634.3779296875,21
62281.6484375,39957.1796875,13408.33984375,21
65740.4296875,45768.421875,16262.83984375,21
102478.5078125,46503.078125,17329.765625,21
13276.5341796875,-81114.484375,11485.310546875,21
-18178.298828125,-133204.953125,12524.71875,21
3027.223876953125,-100188.2109375,11883.591796875,21
-4317.2294921875,-91531.09375,11277.0712890625,21
-12299.705078125,-85008.265625,13088.3671875,21
-43825.0,-102234.0,1297.0,21
-4078.885498046875,-89352.8359375,13565.9853515625,21
-6808.9091796875,-91279.15625,11603.5224609375,21
4999.20703125,-95989.6875,13049.8525390625,21
53.147613525390625,-87190.8828125,10713.4462890625,21
12461.0380859375,-82519.3203125,10922.658203125,21
17773.990234375,-81213.0078125,10438.6689453125,21
-17787.71875,-100546.5078125,9242.357421875,21
23211.03125,-82281.21875,12363.419921875,21
33578.890625,-85128.71875,11681.154296875,21
31474.203125,-88352.96875,11748.0869140625,21
-45566.53125,-86293.609375,576.318115234375,21
36236.15234375,-88853.8125,12293.7294921875,21
72854.1484375,-101782.6484375,10159.9267578125,21
87041.3984375,-105945.859375,9117.568359375,21
84520.3125,-101512.3828125,10686.412109375,21
61285.13671875,-97695.765625,9333.7900390625,21
94772.3671875,-114076.703125,13611.7314453125,21
93744.046875,-113950.4375,13633.8857421875,21
84187.1484375,-119082.7890625,13706.7939453125,21
86004.40625,-124450.4765625,14107.177734375,21
89198.296875,-124418.6484375,13977.9228515625,21
-73237.6015625,-111661.3359375,1963.8016357421875,21
98427.5625,-117673.8125,11894.533203125,21
106952.1953125,-115105.296875,11298.3583984375,21
103638.359375,-111447.4140625,13876.9462890625,21
111938.1171875,-109258.75,14271.05859375,21
106834.75,-104518.984375,13827.103515625,21
109570.390625,-99673.15625,13726.5400390625,21
118056.9140625,-74861.5390625,13436.443359375,21
100552.6875,-75020.3515625,12108.712890625,21
88410.125,-72097.0,11858.5009765625,21
85873.2734375,-53406.7734375,11783.66015625,21
-60122.30078125,-132299.140625,5156.35009765625,21
77615.7734375,-55847.31640625,12155.3583984375,21
42651.6328125,-87321.921875,10031.0810546875,21
47145.57421875,-82716.2734375,10629.65625,21
54535.61328125,-71815.171875,9719.1669921875,21
46707.07421875,-66966.28125,10130.5107421875,21
44939.53125,-60534.2421875,9003.2001953125,21
39752.08203125,-62458.53125,8890.154296875,21
303959.78125,-3834.42626953125,558.973388671875,21
49629.25,-76952.65625,11646.6103515625,21
39785.171875,-79254.71875,9581.662109375,21
7023.26123046875,-132936.0,13588.8134765625,21
36797.3125,-86049.75,11516.4970703125,21
-17974.904296875,-104035.4375,9693.978515625,21
-19011.84375,-108224.2421875,9134.1708984375,21
-15690.9013671875,-115202.0234375,9097.373046875,21
-7576.36328125,-121947.890625,10796.0947265625,21
15303.96875,-109897.953125,12098.6611328125,21
33570.03515625,-105355.2578125,12612.00390625,21
17981.662109375,-128424.28125,15541.611328125,21
23112.560546875,-118145.4609375,13213.234375,21
16034.22265625,-92747.9140625,12409.2744140625,21
46569.06640625,-120607.296875,13512.9853515625,21
34034.30078125,-135105.015625,11944.64453125,21
45644.921875,-130562.0234375,11451.4267578125,21
48885.1796875,-128617.6875,12137.0791015625,21
307853.84375,-1608.439453125,5475.99169921875,21
311146.875,-6848.63525390625,8198.0341796875,21
304002.03125,-11830.8857421875,7090.259765625,21
304952.125,-13320.3740234375,1287.61474609375,21
308867.6875,-9700.0595703125,1618.1494140625,21
285001.59375,-26175.060546875,4275.93798828125,21
293826.78125,-18689.091796875,2469.923828125,21
61777.21484375,-115092.0,11286.896484375,21
287384.28125,-2637.602294921875,1812.5201416015625,21
282329.8125,-18059.21484375,3463.882080078125,21
285913.09375,-10404.2822265625,1843.33203125,21
280895.875,-12325.2587890625,2537.39794921875,21
277287.59375,-11076.365234375,2732.901123046875,21
278027.5625,-6215.88623046875,2386.161376953125,21
278546.40625,-1511.3958740234375,3119.55517578125,21
273797.25,-543.352294921875,3508.893310546875,21
274344.65625,4510.3515625,5064.64404296875,21
277207.71875,1106.7684326171875,4776.4091796875,21
63352.1328125,-127867.4453125,7462.8623046875,21
280362.71875,13505.2353515625,366.86297607421875,21
272804.4375,12651.6435546875,830.4185180664062,21
290495.5,8612.1337890625,3434.4287109375,21
281432.59375,4381.57275390625,1107.13427734375,21
277694.21875,10493.111328125,1207.3900146484375,21
269639.21875,4586.41748046875,1254.31103515625,21
264478.3125,3745.119873046875,952.2999877929688,21
260027.578125,4062.918701171875,103.55126953125,21
